,idx,class,conversation
759,759,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
760,760,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
761,761,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
762,762,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
763,763,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
764,764,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
765,765,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
766,766,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
767,767,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
768,768,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
769,769,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
770,770,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
771,771,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
772,772,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
773,773,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
774,774,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
775,775,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
776,776,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
777,777,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
778,778,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
779,779,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
780,780,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
781,781,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
782,782,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
783,783,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
784,784,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
785,785,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
786,786,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
787,787,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
788,788,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
789,789,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
790,790,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
791,791,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
792,792,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
793,793,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
794,794,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
795,795,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
796,796,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
797,797,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
798,798,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
799,799,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
800,800,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
801,801,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
802,802,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
803,803,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
804,804,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
805,805,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
806,806,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
807,807,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
808,808,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
809,809,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
810,810,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
811,811,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
812,812,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
813,813,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
814,814,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
815,815,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
816,816,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
817,817,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
818,818,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
819,819,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
820,820,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
821,821,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
822,822,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
823,823,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
824,824,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
825,825,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
826,826,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
827,827,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
828,828,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
829,829,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
830,830,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
831,831,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
832,832,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
833,833,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
834,834,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
835,835,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
836,836,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
837,837,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
838,838,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
839,839,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
840,840,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
841,841,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
842,842,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
843,843,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
844,844,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
845,845,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
846,846,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
847,847,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
848,848,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
849,849,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
850,850,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
851,851,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
852,852,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
853,853,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
854,854,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
855,855,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
856,856,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
857,857,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
858,858,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
859,859,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
860,860,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
861,861,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
862,862,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
863,863,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
864,864,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
865,865,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
866,866,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
867,867,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
868,868,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
869,869,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
870,870,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
871,871,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
872,872,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
873,873,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
874,874,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
875,875,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
876,876,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
877,877,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
878,878,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
879,879,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
880,880,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
881,881,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
882,882,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
883,883,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
884,884,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
885,885,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
886,886,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
887,887,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
888,888,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
889,889,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
890,890,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
891,891,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
892,892,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
893,893,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
894,894,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
895,895,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
896,896,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
897,897,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
898,898,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
899,899,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
900,900,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
901,901,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
902,902,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
903,903,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
904,904,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
905,905,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
906,906,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
907,907,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
908,908,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
909,909,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
910,910,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
911,911,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
912,912,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
913,913,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
914,914,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
915,915,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
916,916,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
917,917,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
918,918,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
919,919,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
920,920,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
921,921,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
922,922,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
923,923,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
924,924,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
925,925,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
926,926,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
927,927,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
928,928,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
929,929,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
930,930,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
931,931,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
932,932,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
933,933,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
934,934,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
935,935,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
936,936,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
937,937,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
938,938,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
939,939,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
940,940,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
941,941,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
942,942,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
943,943,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
944,944,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
945,945,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
946,946,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
947,947,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
948,948,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
949,949,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
950,950,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
951,951,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
952,952,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
953,953,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
954,954,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
955,955,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
956,956,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
957,957,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
958,958,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
959,959,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
960,960,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
961,961,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
962,962,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
963,963,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
964,964,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
965,965,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
966,966,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
967,967,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
968,968,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
969,969,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
970,970,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
971,971,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
972,972,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
973,973,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
974,974,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
975,975,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
976,976,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
977,977,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
978,978,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
979,979,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
980,980,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
981,981,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
982,982,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
983,983,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
984,984,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
985,985,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
986,986,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
987,987,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
988,988,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
989,989,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
990,990,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
991,991,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
992,992,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
993,993,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
994,994,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
995,995,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
996,996,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
997,997,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
998,998,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
999,999,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
